#time magniutde filter
210.0 25.49 g
210.0 26.17 i
210.0 25.86 r
210.0 25.14 u
210.0 26.58 y
210.0 26.4 z
211.0 25.51 g
211.0 26.18 i
211.0 25.87 r
211.0 25.15 u
211.0 26.6 y
211.0 26.41 z
212.0 25.52 g
212.0 26.2 i
212.0 25.89 r
212.0 25.16 u
212.0 26.61 y
212.0 26.43 z
213.0 25.53 g
213.0 26.21 i
213.0 25.9 r
213.0 25.18 u
213.0 26.62 y
213.0 26.44 z
214.0 25.54 g
214.0 26.22 i
214.0 25.91 r
214.0 25.19 u
214.0 26.64 y
214.0 26.45 z
215.0 25.56 g
215.0 26.24 i
215.0 25.93 r
215.0 25.2 u
215.0 26.65 y
215.0 26.46 z
216.0 25.57 g
216.0 26.25 i
216.0 25.94 r
216.0 25.22 u
216.0 26.66 y
216.0 26.48 z
217.0 25.58 g
217.0 26.26 i
217.0 25.95 r
217.0 25.23 u
217.0 26.67 y
217.0 26.49 z
218.0 25.59 g
218.0 26.27 i
218.0 25.96 r
218.0 25.24 u
218.0 26.69 y
218.0 26.5 z
219.0 25.61 g
219.0 26.29 i
219.0 25.98 r
219.0 25.25 u
219.0 26.7 y
219.0 26.52 z
220.0 25.62 g
220.0 26.3 i
220.0 25.99 r
220.0 25.26 u
220.0 26.71 y
220.0 26.53 z
221.0 25.63 g
221.0 26.31 i
221.0 26.0 r
221.0 25.28 u
221.0 26.72 y
221.0 26.54 z
222.0 25.64 g
222.0 26.32 i
222.0 26.01 r
222.0 25.29 u
222.0 26.74 y
222.0 26.55 z
223.0 25.66 g
223.0 26.34 i
223.0 26.02 r
223.0 25.3 u
223.0 26.75 y
223.0 26.56 z
224.0 25.67 g
224.0 26.35 i
224.0 26.04 r
224.0 25.31 u
224.0 26.76 y
224.0 26.58 z
225.0 25.68 g
225.0 26.36 i
225.0 26.05 r
225.0 25.32 u
225.0 26.77 y
225.0 26.59 z
226.0 25.69 g
226.0 26.37 i
226.0 26.06 r
226.0 25.34 u
226.0 26.79 y
226.0 26.6 z
227.0 25.7 g
227.0 26.38 i
227.0 26.07 r
227.0 25.35 u
227.0 26.8 y
227.0 26.61 z
228.0 25.72 g
228.0 26.4 i
228.0 26.08 r
228.0 25.36 u
228.0 26.81 y
228.0 26.63 z
229.0 25.73 g
229.0 26.41 i
229.0 26.1 r
229.0 25.37 u
229.0 26.82 y
229.0 26.64 z
230.0 25.74 g
230.0 26.42 i
230.0 26.11 r
230.0 25.38 u
230.0 26.83 y
230.0 26.65 z
231.0 25.75 g
231.0 26.43 i
231.0 26.12 r
231.0 25.39 u
231.0 26.84 y
231.0 26.66 z
232.0 25.76 g
232.0 26.44 i
232.0 26.13 r
232.0 25.41 u
232.0 26.86 y
232.0 26.67 z
233.0 25.77 g
233.0 26.46 i
233.0 26.14 r
233.0 25.42 u
233.0 26.87 y
233.0 26.68 z
234.0 25.78 g
234.0 26.47 i
234.0 26.15 r
234.0 25.43 u
234.0 26.88 y
234.0 26.7 z
235.0 25.8 g
235.0 26.48 i
235.0 26.17 r
235.0 25.44 u
235.0 26.89 y
235.0 26.71 z
236.0 25.81 g
236.0 26.49 i
236.0 26.18 r
236.0 25.45 u
236.0 26.9 y
236.0 26.72 z
237.0 25.82 g
237.0 26.5 i
237.0 26.19 r
237.0 25.46 u
237.0 26.91 y
237.0 26.73 z
238.0 25.83 g
238.0 26.51 i
238.0 26.2 r
238.0 25.47 u
238.0 26.93 y
238.0 26.74 z
239.0 25.84 g
239.0 26.52 i
239.0 26.21 r
239.0 25.48 u
239.0 26.94 y
239.0 26.75 z
240.0 25.85 g
240.0 26.53 i
240.0 26.22 r
240.0 25.5 u
240.0 26.95 y
240.0 26.76 z
241.0 25.86 g
241.0 26.55 i
241.0 26.23 r
241.0 25.51 u
241.0 26.96 y
241.0 26.77 z
242.0 25.87 g
242.0 26.56 i
242.0 26.24 r
242.0 25.52 u
242.0 26.97 y
242.0 26.79 z
243.0 25.89 g
243.0 26.57 i
243.0 26.26 r
243.0 25.53 u
243.0 26.98 y
243.0 26.8 z
244.0 25.9 g
244.0 26.58 i
244.0 26.27 r
244.0 25.54 u
244.0 26.99 y
244.0 26.81 z
245.0 25.91 g
245.0 26.59 i
245.0 26.28 r
245.0 25.55 u
245.0 27.0 y
245.0 26.82 z
246.0 25.92 g
246.0 26.6 i
246.0 26.29 r
246.0 25.56 u
246.0 27.01 y
246.0 26.83 z
247.0 25.93 g
247.0 26.61 i
247.0 26.3 r
247.0 25.57 u
247.0 27.02 y
247.0 26.84 z
248.0 25.94 g
248.0 26.62 i
248.0 26.31 r
248.0 25.58 u
248.0 27.04 y
248.0 26.85 z
249.0 25.95 g
249.0 26.63 i
249.0 26.32 r
249.0 25.59 u
249.0 27.05 y
249.0 26.86 z
250.0 25.96 g
250.0 26.64 i
250.0 26.33 r
250.0 25.6 u
250.0 27.06 y
250.0 26.87 z
251.0 25.97 g
251.0 26.65 i
251.0 26.34 r
251.0 25.61 u
251.0 27.07 y
251.0 26.88 z
252.0 25.98 g
252.0 26.66 i
252.0 26.35 r
252.0 25.62 u
252.0 27.08 y
252.0 26.89 z
253.0 25.99 g
253.0 26.67 i
253.0 26.36 r
253.0 25.63 u
253.0 27.09 y
253.0 26.9 z
254.0 26.0 g
254.0 26.69 i
254.0 26.37 r
254.0 25.64 u
254.0 27.1 y
254.0 26.91 z
255.0 26.01 g
255.0 26.7 i
255.0 26.38 r
255.0 25.65 u
255.0 27.11 y
255.0 26.93 z
256.0 26.02 g
256.0 26.71 i
256.0 26.39 r
256.0 25.66 u
256.0 27.12 y
256.0 26.94 z
257.0 26.03 g
257.0 26.72 i
257.0 26.4 r
257.0 25.67 u
257.0 27.13 y
257.0 26.95 z
258.0 26.04 g
258.0 26.73 i
258.0 26.41 r
258.0 25.68 u
258.0 27.14 y
258.0 26.96 z
259.0 26.05 g
259.0 26.74 i
259.0 26.42 r
259.0 25.69 u
259.0 27.15 y
259.0 26.97 z
260.0 26.06 g
260.0 26.75 i
260.0 26.43 r
260.0 25.7 u
260.0 27.16 y
260.0 26.98 z
261.0 26.07 g
261.0 26.76 i
261.0 26.44 r
261.0 25.71 u
261.0 27.17 y
261.0 26.99 z
262.0 26.08 g
262.0 26.77 i
262.0 26.45 r
262.0 25.72 u
262.0 27.18 y
262.0 27.0 z
263.0 26.09 g
263.0 26.78 i
263.0 26.46 r
263.0 25.73 u
263.0 27.19 y
263.0 27.01 z
264.0 26.1 g
264.0 26.79 i
264.0 26.47 r
264.0 25.74 u
264.0 27.2 y
264.0 27.02 z
265.0 26.11 g
265.0 26.8 i
265.0 26.48 r
265.0 25.75 u
265.0 27.21 y
265.0 27.03 z
266.0 26.12 g
266.0 26.81 i
266.0 26.49 r
266.0 25.76 u
266.0 27.22 y
266.0 27.04 z
267.0 26.13 g
267.0 26.82 i
267.0 26.5 r
267.0 25.77 u
267.0 27.23 y
267.0 27.05 z
268.0 26.14 g
268.0 26.83 i
268.0 26.51 r
268.0 25.78 u
268.0 27.24 y
268.0 27.06 z
269.0 26.15 g
269.0 26.83 i
269.0 26.52 r
269.0 25.79 u
269.0 27.25 y
269.0 27.06 z
270.0 26.16 g
270.0 26.84 i
270.0 26.53 r
270.0 25.8 u
270.0 27.26 y
270.0 27.07 z
271.0 26.17 g
271.0 26.85 i
271.0 26.54 r
271.0 25.81 u
271.0 27.27 y
271.0 27.08 z
272.0 26.18 g
272.0 26.86 i
272.0 26.55 r
272.0 25.82 u
272.0 27.28 y
272.0 27.09 z
273.0 26.19 g
273.0 26.87 i
273.0 26.56 r
273.0 25.83 u
273.0 27.29 y
273.0 27.1 z
274.0 26.2 g
274.0 26.88 i
274.0 26.57 r
274.0 25.84 u
274.0 27.3 y
274.0 27.11 z
275.0 26.21 g
275.0 26.89 i
275.0 26.58 r
275.0 25.85 u
275.0 27.31 y
275.0 27.12 z
276.0 26.22 g
276.0 26.9 i
276.0 26.59 r
276.0 25.86 u
276.0 27.32 y
276.0 27.13 z
277.0 26.22 g
277.0 26.91 i
277.0 26.6 r
277.0 25.87 u
277.0 27.33 y
277.0 27.14 z
278.0 26.23 g
278.0 26.92 i
278.0 26.61 r
278.0 25.87 u
278.0 27.33 y
278.0 27.15 z
279.0 26.24 g
279.0 26.93 i
279.0 26.62 r
279.0 25.88 u
279.0 27.34 y
279.0 27.16 z
280.0 26.25 g
280.0 26.94 i
280.0 26.62 r
280.0 25.89 u
280.0 27.35 y
280.0 27.17 z
281.0 26.26 g
281.0 26.95 i
281.0 26.63 r
281.0 25.9 u
281.0 27.36 y
281.0 27.18 z
282.0 26.27 g
282.0 26.96 i
282.0 26.64 r
282.0 25.91 u
282.0 27.37 y
282.0 27.19 z
283.0 26.28 g
283.0 26.96 i
283.0 26.65 r
283.0 25.92 u
283.0 27.38 y
283.0 27.19 z
284.0 26.29 g
284.0 26.97 i
284.0 26.66 r
284.0 25.93 u
284.0 27.39 y
284.0 27.2 z
285.0 26.3 g
285.0 26.98 i
285.0 26.67 r
285.0 25.94 u
285.0 27.4 y
285.0 27.21 z
286.0 26.3 g
286.0 26.99 i
286.0 26.68 r
286.0 25.95 u
286.0 27.41 y
286.0 27.22 z
287.0 26.31 g
287.0 27.0 i
287.0 26.69 r
287.0 25.95 u
287.0 27.42 y
287.0 27.23 z
288.0 26.32 g
288.0 27.01 i
288.0 26.7 r
288.0 25.96 u
288.0 27.42 y
288.0 27.24 z
289.0 26.33 g
289.0 27.02 i
289.0 26.7 r
289.0 25.97 u
289.0 27.43 y
289.0 27.25 z
290.0 26.34 g
290.0 27.03 i
290.0 26.71 r
290.0 25.98 u
290.0 27.44 y
290.0 27.26 z
291.0 26.35 g
291.0 27.04 i
291.0 26.72 r
291.0 25.99 u
291.0 27.45 y
291.0 27.27 z
292.0 26.36 g
292.0 27.04 i
292.0 26.73 r
292.0 26.0 u
292.0 27.46 y
292.0 27.27 z
293.0 26.37 g
293.0 27.05 i
293.0 26.74 r
293.0 26.01 u
293.0 27.47 y
293.0 27.28 z
294.0 26.37 g
294.0 27.06 i
294.0 26.75 r
294.0 26.01 u
294.0 27.48 y
294.0 27.29 z
295.0 26.38 g
295.0 27.07 i
295.0 26.76 r
295.0 26.02 u
295.0 27.48 y
295.0 27.3 z
296.0 26.39 g
296.0 27.08 i
296.0 26.76 r
296.0 26.03 u
296.0 27.49 y
296.0 27.31 z
297.0 26.4 g
297.0 27.09 i
297.0 26.77 r
297.0 26.04 u
297.0 27.5 y
297.0 27.32 z
298.0 26.41 g
298.0 27.09 i
298.0 26.78 r
298.0 26.05 u
298.0 27.51 y
298.0 27.32 z
299.0 26.42 g
299.0 27.1 i
299.0 26.79 r
299.0 26.05 u
299.0 27.52 y
299.0 27.33 z
300.0 26.42 g
300.0 27.11 i
300.0 26.8 r
300.0 26.06 u
300.0 27.53 y
300.0 27.34 z
301.0 26.43 g
301.0 27.12 i
301.0 26.81 r
301.0 26.07 u
301.0 27.53 y
301.0 27.35 z
302.0 26.44 g
302.0 27.13 i
302.0 26.81 r
302.0 26.08 u
302.0 27.54 y
302.0 27.36 z
303.0 26.45 g
303.0 27.14 i
303.0 26.82 r
303.0 26.09 u
303.0 27.55 y
303.0 27.37 z
304.0 26.46 g
304.0 27.14 i
304.0 26.83 r
304.0 26.1 u
304.0 27.56 y
304.0 27.37 z
305.0 26.46 g
305.0 27.15 i
305.0 26.84 r
305.0 26.1 u
305.0 27.57 y
305.0 27.38 z
306.0 26.47 g
306.0 27.16 i
306.0 26.85 r
306.0 26.11 u
306.0 27.58 y
306.0 27.39 z
307.0 26.48 g
307.0 27.17 i
307.0 26.85 r
307.0 26.12 u
307.0 27.58 y
307.0 27.4 z
308.0 26.49 g
308.0 27.18 i
308.0 26.86 r
308.0 26.13 u
308.0 27.59 y
308.0 27.41 z
309.0 26.5 g
309.0 27.18 i
309.0 26.87 r
309.0 26.13 u
309.0 27.6 y
309.0 27.41 z
310.0 26.5 g
310.0 27.19 i
310.0 26.88 r
310.0 26.14 u
310.0 27.61 y
310.0 27.42 z
311.0 26.51 g
311.0 27.2 i
311.0 26.89 r
311.0 26.15 u
311.0 27.61 y
311.0 27.43 z
312.0 26.52 g
312.0 27.21 i
312.0 26.89 r
312.0 26.16 u
312.0 27.62 y
312.0 27.44 z
313.0 26.53 g
313.0 27.21 i
313.0 26.9 r
313.0 26.17 u
313.0 27.63 y
313.0 27.45 z
314.0 26.53 g
314.0 27.22 i
314.0 26.91 r
314.0 26.17 u
314.0 27.64 y
314.0 27.45 z
315.0 26.54 g
315.0 27.23 i
315.0 26.92 r
315.0 26.18 u
315.0 27.65 y
315.0 27.46 z
316.0 26.55 g
316.0 27.24 i
316.0 26.92 r
316.0 26.19 u
316.0 27.65 y
316.0 27.47 z
317.0 26.56 g
317.0 27.25 i
317.0 26.93 r
317.0 26.2 u
317.0 27.66 y
317.0 27.48 z
318.0 26.56 g
318.0 27.25 i
318.0 26.94 r
318.0 26.2 u
318.0 27.67 y
318.0 27.48 z
319.0 26.57 g
319.0 27.26 i
319.0 26.95 r
319.0 26.21 u
319.0 27.68 y
319.0 27.49 z
320.0 26.58 g
320.0 27.27 i
320.0 26.95 r
320.0 26.22 u
320.0 27.68 y
320.0 27.5 z
321.0 26.59 g
321.0 27.28 i
321.0 26.96 r
321.0 26.23 u
321.0 27.69 y
321.0 27.51 z
322.0 26.59 g
322.0 27.28 i
322.0 26.97 r
322.0 26.23 u
322.0 27.7 y
322.0 27.51 z
323.0 26.6 g
323.0 27.29 i
323.0 26.98 r
323.0 26.24 u
323.0 27.71 y
323.0 27.52 z
324.0 26.61 g
324.0 27.3 i
324.0 26.98 r
324.0 26.25 u
324.0 27.71 y
324.0 27.53 z
325.0 26.62 g
325.0 27.31 i
325.0 26.99 r
325.0 26.25 u
325.0 27.72 y
325.0 27.54 z
326.0 26.62 g
326.0 27.31 i
326.0 27.0 r
326.0 26.26 u
326.0 27.73 y
326.0 27.54 z
327.0 26.63 g
327.0 27.32 i
327.0 27.01 r
327.0 26.27 u
327.0 27.74 y
327.0 27.55 z
328.0 26.64 g
328.0 27.33 i
328.0 27.01 r
328.0 26.28 u
328.0 27.74 y
328.0 27.56 z
329.0 26.64 g
329.0 27.33 i
329.0 27.02 r
329.0 26.28 u
329.0 27.75 y
329.0 27.56 z
330.0 26.65 g
330.0 27.34 i
330.0 27.03 r
330.0 26.29 u
330.0 27.76 y
330.0 27.57 z
331.0 26.66 g
331.0 27.35 i
331.0 27.03 r
331.0 26.3 u
331.0 27.76 y
331.0 27.58 z
332.0 26.67 g
332.0 27.36 i
332.0 27.04 r
332.0 26.3 u
332.0 27.77 y
332.0 27.59 z
333.0 26.67 g
333.0 27.36 i
333.0 27.05 r
333.0 26.31 u
333.0 27.78 y
333.0 27.59 z
334.0 26.68 g
334.0 27.37 i
334.0 27.05 r
334.0 26.32 u
334.0 27.79 y
334.0 27.6 z
335.0 26.69 g
335.0 27.38 i
335.0 27.06 r
335.0 26.33 u
335.0 27.79 y
335.0 27.61 z
336.0 26.69 g
336.0 27.38 i
336.0 27.07 r
336.0 26.33 u
336.0 27.8 y
336.0 27.61 z
337.0 26.7 g
337.0 27.39 i
337.0 27.08 r
337.0 26.34 u
337.0 27.81 y
337.0 27.62 z
338.0 26.71 g
338.0 27.4 i
338.0 27.08 r
338.0 26.35 u
338.0 27.81 y
338.0 27.63 z
339.0 26.71 g
339.0 27.4 i
339.0 27.09 r
339.0 26.35 u
339.0 27.82 y
339.0 27.64 z
340.0 26.72 g
340.0 27.41 i
340.0 27.1 r
340.0 26.36 u
340.0 27.83 y
340.0 27.64 z
341.0 26.73 g
341.0 27.42 i
341.0 27.1 r
341.0 26.37 u
341.0 27.83 y
341.0 27.65 z
342.0 26.73 g
342.0 27.42 i
342.0 27.11 r
342.0 26.37 u
342.0 27.84 y
342.0 27.66 z
343.0 26.74 g
343.0 27.43 i
343.0 27.12 r
343.0 26.38 u
343.0 27.85 y
343.0 27.66 z
344.0 26.75 g
344.0 27.44 i
344.0 27.12 r
344.0 26.39 u
344.0 27.85 y
344.0 27.67 z
345.0 26.75 g
345.0 27.44 i
345.0 27.13 r
345.0 26.39 u
345.0 27.86 y
345.0 27.68 z
346.0 26.76 g
346.0 27.45 i
346.0 27.14 r
346.0 26.4 u
346.0 27.87 y
346.0 27.68 z
347.0 26.77 g
347.0 27.46 i
347.0 27.14 r
347.0 26.41 u
347.0 27.87 y
347.0 27.69 z
348.0 26.77 g
348.0 27.46 i
348.0 27.15 r
348.0 26.41 u
348.0 27.88 y
348.0 27.7 z
349.0 26.78 g
349.0 27.47 i
349.0 27.16 r
349.0 26.42 u
349.0 27.89 y
349.0 27.7 z
350.0 26.79 g
350.0 27.48 i
350.0 27.16 r
350.0 26.43 u
350.0 27.89 y
350.0 27.71 z
351.0 26.79 g
351.0 27.48 i
351.0 27.17 r
351.0 26.43 u
351.0 27.9 y
351.0 27.72 z
352.0 26.8 g
352.0 27.49 i
352.0 27.18 r
352.0 26.44 u
352.0 27.91 y
352.0 27.72 z
353.0 26.81 g
353.0 27.5 i
353.0 27.18 r
353.0 26.44 u
353.0 27.91 y
353.0 27.73 z
354.0 26.81 g
354.0 27.5 i
354.0 27.19 r
354.0 26.45 u
354.0 27.92 y
354.0 27.73 z
355.0 26.82 g
355.0 27.51 i
355.0 27.19 r
355.0 26.46 u
355.0 27.93 y
355.0 27.74 z
356.0 26.83 g
356.0 27.52 i
356.0 27.2 r
356.0 26.46 u
356.0 27.93 y
356.0 27.75 z
357.0 26.83 g
357.0 27.52 i
357.0 27.21 r
357.0 26.47 u
357.0 27.94 y
357.0 27.75 z
358.0 26.84 g
358.0 27.53 i
358.0 27.21 r
358.0 26.48 u
358.0 27.95 y
358.0 27.76 z
359.0 26.84 g
359.0 27.54 i
359.0 27.22 r
359.0 26.48 u
359.0 27.95 y
359.0 27.77 z
360.0 26.85 g
360.0 27.54 i
360.0 27.23 r
360.0 26.49 u
360.0 27.96 y
360.0 27.77 z
361.0 26.86 g
361.0 27.55 i
361.0 27.23 r
361.0 26.49 u
361.0 27.96 y
361.0 27.78 z
362.0 26.86 g
362.0 27.55 i
362.0 27.24 r
362.0 26.5 u
362.0 27.97 y
362.0 27.78 z
363.0 26.87 g
363.0 27.56 i
363.0 27.24 r
363.0 26.51 u
363.0 27.98 y
363.0 27.79 z
364.0 26.88 g
364.0 27.57 i
364.0 27.25 r
364.0 26.51 u
364.0 27.98 y
364.0 27.8 z
365.0 26.88 g
365.0 27.57 i
365.0 27.26 r
365.0 26.52 u
365.0 27.99 y
365.0 27.8 z
366.0 26.89 g
366.0 27.58 i
366.0 27.26 r
366.0 26.52 u
366.0 27.99 y
366.0 27.81 z
367.0 26.89 g
367.0 27.58 i
367.0 27.27 r
367.0 26.53 u
367.0 28.0 y
367.0 27.82 z
368.0 26.9 g
368.0 27.59 i
368.0 27.28 r
368.0 26.54 u
368.0 28.01 y
368.0 27.82 z
369.0 26.91 g
369.0 27.6 i
369.0 27.28 r
369.0 26.54 u
369.0 28.01 y
369.0 27.83 z
370.0 26.91 g
370.0 27.6 i
370.0 27.29 r
370.0 26.55 u
370.0 28.02 y
370.0 27.83 z
371.0 26.92 g
371.0 27.61 i
371.0 27.29 r
371.0 26.55 u
371.0 28.02 y
371.0 27.84 z
372.0 26.92 g
372.0 27.61 i
372.0 27.3 r
372.0 26.56 u
372.0 28.03 y
372.0 27.85 z
373.0 26.93 g
373.0 27.62 i
373.0 27.3 r
373.0 26.57 u
373.0 28.04 y
373.0 27.85 z
374.0 26.93 g
374.0 27.63 i
374.0 27.31 r
374.0 26.57 u
374.0 28.04 y
374.0 27.86 z
375.0 26.94 g
375.0 27.63 i
375.0 27.32 r
375.0 26.58 u
375.0 28.05 y
375.0 27.86 z
376.0 26.95 g
376.0 27.64 i
376.0 27.32 r
376.0 26.58 u
376.0 28.05 y
376.0 27.87 z
377.0 26.95 g
377.0 27.64 i
377.0 27.33 r
377.0 26.59 u
377.0 28.06 y
377.0 27.87 z
378.0 26.96 g
378.0 27.65 i
378.0 27.33 r
378.0 26.59 u
378.0 28.07 y
378.0 27.88 z
379.0 26.96 g
379.0 27.65 i
379.0 27.34 r
379.0 26.6 u
379.0 28.07 y
379.0 27.89 z
380.0 26.97 g
380.0 27.66 i
380.0 27.34 r
380.0 26.61 u
380.0 28.08 y
380.0 27.89 z
381.0 26.97 g
381.0 27.67 i
381.0 27.35 r
381.0 26.61 u
381.0 28.08 y
381.0 27.9 z
382.0 26.98 g
382.0 27.67 i
382.0 27.36 r
382.0 26.62 u
382.0 28.09 y
382.0 27.9 z
383.0 26.99 g
383.0 27.68 i
383.0 27.36 r
383.0 26.62 u
383.0 28.09 y
383.0 27.91 z
384.0 26.99 g
384.0 27.68 i
384.0 27.37 r
384.0 26.63 u
384.0 28.1 y
384.0 27.91 z
385.0 27.0 g
385.0 27.69 i
385.0 27.37 r
385.0 26.63 u
385.0 28.11 y
385.0 27.92 z
386.0 27.0 g
386.0 27.69 i
386.0 27.38 r
386.0 26.64 u
386.0 28.11 y
386.0 27.93 z
387.0 27.01 g
387.0 27.7 i
387.0 27.38 r
387.0 26.64 u
387.0 28.12 y
387.0 27.93 z
388.0 27.01 g
388.0 27.7 i
388.0 27.39 r
388.0 26.65 u
388.0 28.12 y
388.0 27.94 z
389.0 27.02 g
389.0 27.71 i
389.0 27.39 r
389.0 26.66 u
389.0 28.13 y
389.0 27.94 z
390.0 27.02 g
390.0 27.72 i
390.0 27.4 r
390.0 26.66 u
390.0 28.13 y
390.0 27.95 z
391.0 27.03 g
391.0 27.72 i
391.0 27.41 r
391.0 26.67 u
391.0 28.14 y
391.0 27.95 z
392.0 27.03 g
392.0 27.73 i
392.0 27.41 r
392.0 26.67 u
392.0 28.14 y
392.0 27.96 z
393.0 27.04 g
393.0 27.73 i
393.0 27.42 r
393.0 26.68 u
393.0 28.15 y
393.0 27.96 z
394.0 27.05 g
394.0 27.74 i
394.0 27.42 r
394.0 26.68 u
394.0 28.15 y
394.0 27.97 z
395.0 27.05 g
395.0 27.74 i
395.0 27.43 r
395.0 26.69 u
395.0 28.16 y
395.0 27.97 z
396.0 27.06 g
396.0 27.75 i
396.0 27.43 r
396.0 26.69 u
396.0 28.16 y
396.0 27.98 z
397.0 27.06 g
397.0 27.75 i
397.0 27.44 r
397.0 26.7 u
397.0 28.17 y
397.0 27.98 z
398.0 27.07 g
398.0 27.76 i
398.0 27.44 r
398.0 26.7 u
398.0 28.18 y
398.0 27.99 z
399.0 27.07 g
399.0 27.76 i
399.0 27.45 r
399.0 26.71 u
399.0 28.18 y
399.0 28.0 z
400.0 27.08 g
400.0 27.77 i
400.0 27.45 r
400.0 26.71 u
400.0 28.19 y
400.0 28.0 z
401.0 27.08 g
401.0 27.77 i
401.0 27.46 r
401.0 26.72 u
401.0 28.19 y
401.0 28.01 z
402.0 27.09 g
402.0 27.78 i
402.0 27.46 r
402.0 26.72 u
402.0 28.2 y
402.0 28.01 z
403.0 27.09 g
403.0 27.78 i
403.0 27.47 r
403.0 26.73 u
403.0 28.2 y
403.0 28.02 z
404.0 27.1 g
404.0 27.79 i
404.0 27.47 r
404.0 26.73 u
404.0 28.21 y
404.0 28.02 z
405.0 27.1 g
405.0 27.79 i
405.0 27.48 r
405.0 26.74 u
405.0 28.21 y
405.0 28.03 z
406.0 27.11 g
406.0 27.8 i
406.0 27.48 r
406.0 26.74 u
406.0 28.22 y
406.0 28.03 z
407.0 27.11 g
407.0 27.8 i
407.0 27.49 r
407.0 26.75 u
407.0 28.22 y
407.0 28.04 z
408.0 27.12 g
408.0 27.81 i
408.0 27.49 r
408.0 26.75 u
408.0 28.23 y
408.0 28.04 z
409.0 27.12 g
409.0 27.81 i
409.0 27.5 r
409.0 26.76 u
409.0 28.23 y
409.0 28.05 z
410.0 27.13 g
410.0 27.82 i
410.0 27.5 r
410.0 26.76 u
410.0 28.24 y
410.0 28.05 z
411.0 27.13 g
411.0 27.82 i
411.0 27.51 r
411.0 26.77 u
411.0 28.24 y
411.0 28.06 z
412.0 27.14 g
412.0 27.83 i
412.0 27.51 r
412.0 26.77 u
412.0 28.25 y
412.0 28.06 z
413.0 27.14 g
413.0 27.83 i
413.0 27.52 r
413.0 26.78 u
413.0 28.25 y
413.0 28.07 z
414.0 27.15 g
414.0 27.84 i
414.0 27.52 r
414.0 26.78 u
414.0 28.26 y
414.0 28.07 z
415.0 27.15 g
415.0 27.84 i
415.0 27.53 r
415.0 26.79 u
415.0 28.26 y
415.0 28.08 z
416.0 27.16 g
416.0 27.85 i
416.0 27.53 r
416.0 26.79 u
416.0 28.27 y
416.0 28.08 z
417.0 27.16 g
417.0 27.85 i
417.0 27.54 r
417.0 26.8 u
417.0 28.27 y
417.0 28.09 z
418.0 27.17 g
418.0 27.86 i
418.0 27.54 r
418.0 26.8 u
418.0 28.28 y
418.0 28.09 z
419.0 27.17 g
419.0 27.86 i
419.0 27.55 r
419.0 26.81 u
419.0 28.28 y
419.0 28.1 z
420.0 27.18 g
420.0 27.87 i
420.0 27.55 r
420.0 26.81 u
420.0 28.29 y
420.0 28.1 z
421.0 27.18 g
421.0 27.87 i
421.0 27.56 r
421.0 26.82 u
421.0 28.29 y
421.0 28.1 z
422.0 27.19 g
422.0 27.88 i
422.0 27.56 r
422.0 26.82 u
422.0 28.3 y
422.0 28.11 z
423.0 27.19 g
423.0 27.88 i
423.0 27.57 r
423.0 26.83 u
423.0 28.3 y
423.0 28.11 z
424.0 27.19 g
424.0 27.89 i
424.0 27.57 r
424.0 26.83 u
424.0 28.3 y
424.0 28.12 z
425.0 27.2 g
425.0 27.89 i
425.0 27.58 r
425.0 26.84 u
425.0 28.31 y
425.0 28.12 z
426.0 27.2 g
426.0 27.9 i
426.0 27.58 r
426.0 26.84 u
426.0 28.31 y
426.0 28.13 z
427.0 27.21 g
427.0 27.9 i
427.0 27.59 r
427.0 26.84 u
427.0 28.32 y
427.0 28.13 z
428.0 27.21 g
428.0 27.91 i
428.0 27.59 r
428.0 26.85 u
428.0 28.32 y
428.0 28.14 z
429.0 27.22 g
429.0 27.91 i
429.0 27.59 r
429.0 26.85 u
429.0 28.33 y
429.0 28.14 z
430.0 27.22 g
430.0 27.92 i
430.0 27.6 r
430.0 26.86 u
430.0 28.33 y
430.0 28.15 z
431.0 27.23 g
431.0 27.92 i
431.0 27.6 r
431.0 26.86 u
431.0 28.34 y
431.0 28.15 z
432.0 27.23 g
432.0 27.92 i
432.0 27.61 r
432.0 26.87 u
432.0 28.34 y
432.0 28.16 z
433.0 27.24 g
433.0 27.93 i
433.0 27.61 r
433.0 26.87 u
433.0 28.35 y
433.0 28.16 z
434.0 27.24 g
434.0 27.93 i
434.0 27.62 r
434.0 26.88 u
434.0 28.35 y
434.0 28.16 z
435.0 27.24 g
435.0 27.94 i
435.0 27.62 r
435.0 26.88 u
435.0 28.35 y
435.0 28.17 z
436.0 27.25 g
436.0 27.94 i
436.0 27.63 r
436.0 26.88 u
436.0 28.36 y
436.0 28.17 z
437.0 27.25 g
437.0 27.95 i
437.0 27.63 r
437.0 26.89 u
437.0 28.36 y
437.0 28.18 z
438.0 27.26 g
438.0 27.95 i
438.0 27.64 r
438.0 26.89 u
438.0 28.37 y
438.0 28.18 z
439.0 27.26 g
439.0 27.96 i
439.0 27.64 r
439.0 26.9 u
439.0 28.37 y
439.0 28.19 z
440.0 27.27 g
440.0 27.96 i
440.0 27.64 r
440.0 26.9 u
440.0 28.38 y
440.0 28.19 z
441.0 27.27 g
441.0 27.96 i
441.0 27.65 r
441.0 26.91 u
441.0 28.38 y
441.0 28.2 z
442.0 27.28 g
442.0 27.97 i
442.0 27.65 r
442.0 26.91 u
442.0 28.39 y
442.0 28.2 z
443.0 27.28 g
